Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
Ed Sheeran,1/1/2020,159,120.8,1754311538.0,"271,758","62,218,811",74.0,"958,790,883","7,686,994",1036355.0,"225,139,300","2,658,904,267","3,526,952,174",454.0,"1,347,725","1,035",352.0,"7,318,680",136.0,"269,834,154","88,143","17,144,484","15,886,717",0
KAROL G,8/10/2023,160,120.7,850810162.0,"56,104","79,334,561",82.0,"258,553,384","1,174,349",1167300.0,"58,820,722","717,259,721","590,681,204",72.0,"39,951",4,57.0,"7,146,260",83.0,"32,210,732","12,492",,"1,537,093",1
Bruno Mars,3/5/2021,161,120.1,1312168384.0,"248,793","50,068,571",75.0,"993,324,548","9,537,455",1503567.0,"369,280,607","3,350,704,343","2,421,128,623",308.0,"557,867",309,120.0,"1,553,392",103.0,"149,304,590","91,366",,"10,288,388",0
ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý),1/5/2022,162,119.5,548408.0,130,"20,518",24.0,"1,356,336","17,701",18000000.0,"334,009,036","7,041,708,832",,1.0,,,,,,,,,"69,763",0
Olivia Rodrigo,5/14/2021,163,117.8,2167768056.0,"309,421","72,787,213",79.0,"773,591,065","11,098,007",1893481.0,"1,080,682,523","8,186,754,429","2,285,796,743",355.0,"4,835","1,283",98.0,"1,610,293",102.0,"119,030,447","170,032","19,263,268",,1
Billie Eilish,3/29/2019,164,117.7,2516804300.0,"296,739","113,315,017",76.0,"1,779,243,626","26,239,833",3774645.0,"177,247,662","1,409,756,969","2,066,888,119",432.0,"353,076","1,024",258.0,"3,123,258",174.0,"229,833,113","534,958",,"18,994,040",0
Shawn Mendes,5/25/2018,165,117.6,2738293818.0,"251,033","108,433,327",74.0,"2,372,399,124","26,919,886",5815851.0,"140,938,643","1,859,977,153","2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,"337,815,285","426,555",,"15,254,141",0
ROSALï¿½,7/28/2022,166,116.9,1003487432.0,"126,402","88,024,543",73.0,"621,874,255","2,859,234",2409247.0,"476,447,290","6,208,638,113","672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,"40,988,020","6,129",,"3,205,234",1
DaBaby,4/17/2020,167,116.7,1638836101.0,"272,933","50,425,049",70.0,"1,170,441,361","13,667,470",5241838.0,"364,560,431","3,869,815,694","201,859,518",216.0,"298,661",62,98.0,"1,699,879",47.0,"245,618,280","272,002",,"7,646,337",1
Ed Sheeran,3/23/2023,168,116.6,372423476.0,"44,730","21,933,393",71.0,"131,308,671","1,074,684",1102985.0,"38,959,591","830,123,390","961,201,576",132.0,"644,972",287,32.0,"1,018,314",68.0,"40,613,139","6,969",,"2,886,987",0
Zach Bryan,8/24/2023,169,116.5,630373315.0,"70,400","105,320,547",84.0,"50,938,569","246,731",215433.0,"70,110,809","586,454,750","207,483,261",95.0,"83,414",35,47.0,"9,094,602",112.0,"147,144,967","33,058","5,597,165","1,673,932",0
Post Malone,8/30/2019,170,116.0,2481391466.0,"332,437","124,491,320",80.0,"1,116,323,669","8,490,012",83111.0,"26,892,604","273,522,601","841,624,305",355.0,"1,015,731",413,311.0,"1,603,280",69.0,"448,494,186","212,174",,"13,634,519",0
Grupo Frontera,8/3/2023,171,115.9,474590289.0,"24,891","25,915,889",78.0,"577,930,708","1,569,516",136500.0,"32,754,141","509,287,649","1,484,713,132",27.0,"15,783",215,22.0,"2,762,020",27.0,"44,676,754","9,094","774,895","1,173,817",0
Lizzo,4/14/2022,172,115.6,847025688.0,"104,052","47,808,065",66.0,"106,024,874","1,080,393",3030761.0,"1,522,267,606","15,665,483,220","22,274,346",215.0,"1,024,138","2,826",143.0,"1,456,203",4.0,,,,"5,445,721",1
The Chainsmokers,7/29/2016,173,114.6,2880536961.0,"285,381","129,399,627",80.0,"4,086,121,880","22,091,228",1103074.0,"100,536,756","514,053,404","467,800,052",385.0,"316,965",467,284.0,"838,570",78.0,"819,509,308","739,296",,"16,185,008",0
JISOO,3/31/2023,174,114.3,440364356.0,"26,107","15,314,737",70.0,"525,156,884","10,820,829",3411209.0,"550,993,898","6,724,997,940","68,869,541",33.0,"11,830",92,6.0,"26,844",35.0,"1,335,366","3,263",,"1,058,579",0
Bad Bunny,10/13/2023,175,114.2,689181455.0,"61,138","90,492,257",83.0,"183,381,482","738,123",213300.0,"49,332,435","487,440,417","546,833,520",67.0,"32,507",175,51.0,"13,729,294",44.0,"14,039,085","3,684","2,473,108","930,098",1
Camila Cabello,8/3/2017,177,112.8,2072182782.0,"194,332","86,159,672",75.0,"3,952,909,529","32,333,846",1314091.0,"53,911,465","546,650,805","2,137,655,536",342.0,"175,317",563,541.0,"1,593,590",95.0,"455,553,499","772,600",,"16,095,913",0
Feid,12/1/2023,178,112.6,606124553.0,"40,628","139,802,900",86.0,"166,363,445","1,019,744",14519.0,"5,128,004","29,601,244","476,273,095",80.0,"51,631",170,64.0,"14,011,480",31.0,"1,550,124","1,179",,"1,704,574",0
Post Malone,6/3/2022,179,112.5,827950825.0,"118,965","64,661,540",73.0,"299,001,099","2,751,490",172228.0,"118,133,115","1,359,837,461","3,624,466,116",83.0,"761,996","2,175",43.0,"3,276,564",70.0,"150,508,004","31,988","6,459,716","3,384,275",1
Imagine Dragons,3/11/2022,180,112.0,1227475431.0,"180,053","70,861,210",78.0,"584,854,654","6,691,488",341199.0,"191,133,207","2,255,843,288","3,064,084,870",94.0,"305,868","1,789",47.0,"1,718,874",67.0,"124,506,820","66,190",,"7,031,981",0
JVKE,7/15/2022,183,111.4,1126986320.0,"200,887","45,885,823",73.0,"293,553,015","5,388,022",461623.0,"313,934,124","2,305,840,359","2,451,087,344",77.0,"148,360",719,22.0,"379,311",35.0,"32,611,885","64,225","14,112,455","3,897,680",0
Dua Lipa,3/27/2020,184,111.3,2074721986.0,"255,296","109,442,317",77.0,"1,665,434,424","15,432,964",858364.0,"324,510,578","2,649,555,956","4,124,133,645",388.0,"476,547",659,250.0,"2,098,761",46.0,"188,728,577","98,317",,"7,948,325",0
Sexyy Red,3/15/2024,185,111.1,89362910.0,"7,377","70,714,216",84.0,"37,676,729","525,264",361700.0,"71,058,620","476,545,000","126,493,852",52.0,"52,534",976,4.0,"57,534",58.0,"10,234,988","14,251","2,263,132","514,293",1
Ariana DeBose,10/18/2023,186,110.9,26674909.0,"2,673","8,562,091",19.0,"7,863,539","84,565",4304279.0,"50,776,319","709,276,580","300,010",36.0,214,,4.0,"81,296",20.0,"1,639,744","2,942",,"87,704",0
Bad Bunny,5/6/2022,188,110.7,1421763497.0,"152,592","62,313,059",78.0,"945,857,087","5,587,691",179400.0,"14,518,451","225,142,753","171,156,518",91.0,"72,953",191,42.0,"6,938,988",49.0,"57,148,186","17,651",,"3,087,489",0
Future,1/10/2020,189,110.2,1237874594.0,"276,882","51,153,940",67.0,"2,430,804,498","12,334,565",584648.0,"77,631,196","964,755,757","430,690,809",187.0,"7,602",47,95.0,"487,631",32.0,"222,732,085","88,462",,"5,329,382",1
RAYE,10/12/2022,190,110.1,804925777.0,"128,247","62,532,855",75.0,"175,393,116","1,729,347",935169.0,"362,063,344","3,209,982,240","841,611,064",138.0,"400,246",65,65.0,"8,982,560",66.0,"21,279,325","11,614","9,065,143","6,548,714",1
Drake,6/17/2022,192,109.7,971473231.0,"239,671","77,479,207",78.0,"198,796,965","2,003,253",803500.0,"85,725,313","926,300,276","327,806,846",110.0,"1,041",641,18.0,"314,003",57.0,"50,899,547","48,037","24,117,364","3,142,892",1
Pop Smoke,7/3/2020,193,109.5,1125681368.0,"251,023","32,574,699",72.0,"306,628,096","3,322,075",5487112.0,"345,484,397","2,775,640,343","258,709,304",119.0,"372,838",744,21.0,"94,686",22.0,"224,742,683","79,225","70,901,053","3,908,069",1
Maroon 5,9/20/2019,194,109.3,2011072164.0,"222,804","49,920,599",77.0,"1,290,292,327","11,720,744",2377898.0,"155,233,360","1,458,416,059","2,403,585,054",268.0,"765,565",403,445.0,"1,033,541",50.0,"403,824,864","253,642",,"14,241,952",0
Feid,3/31/2023,195,109.1,872148396.0,"90,726","70,485,920",78.0,"477,047,694","1,887,642",459540.0,"102,272,836","1,113,541,743","1,850,185,458",94.0,"46,835",186,50.0,"12,249,404",55.0,"11,049,774","3,399",,"1,625,704",1
Bryson Tiller,2/13/2024,197,108.4,207093873.0,"23,181","114,051,028",87.0,"19,787,472","254,004",67400.0,"22,398,663","298,300,000","320,540,886",61.0,"5,477",577,31.0,"1,483,573",65.0,"6,895,257","6,101","13,917,600",,1
BENNETT,8/4/2023,198,107.8,361517395.0,"119,783","95,312,340",80.0,"37,192,341","491,577",13334.0,"1,804,060","35,999,853","3,117,914",56.0,"56,118",,52.0,"4,459,149",23.0,,,"5,166,756","4,372,188",0
Halsey,10/4/2018,200,107.4,2042792456.0,"198,888","69,311,277",75.0,"2,018,089,906","20,528,541",3897257.0,"208,270,183","2,216,715,741","2,352,917,415",180.0,"320,792",300,69.0,"646,681",89.0,"562,568,504","360,183","24,711,739","14,816,076",1
Lady Gaga,9/27/2018,204,106.9,2447973078.0,"221,822","90,174,192",78.0,"2,732,311,956","15,274,815",52698.0,"11,103,476","168,789,459","2,310,840,501",261.0,"228,874",135,158.0,"1,551,217",95.0,"387,105,091","651,760","1,196,386","153,863",0
Imagine Dragons,4/27/2017,203,106.9,2384768901.0,"244,951","88,329,475",79.0,"2,707,166,590","16,780,231",1839173.0,"79,131,934","906,537,912","222,980,374",225.0,"273,249",509,226.0,"1,148,532",43.0,"688,060,560","1,104,391",,"13,844,050",0
Ayra Starr,9/16/2022,205,106.4,371886608.0,"98,009","19,411,516",67.0,"361,174,452","1,904,397",3035139.0,"98,505,939","1,454,848,289","269,311,214",162.0,"85,871",230,47.0,"2,772,886",67.0,"10,681,624","3,972","9,245,741","8,870,769",0
GAYLE,8/13/2021,206,106.2,1128273165.0,"193,857","61,311,826",70.0,"499,895,662","6,801,671",2167302.0,"1,127,247,971","12,414,681,151","3,366,280,433",209.0,"470,778","1,509",79.0,"4,946,332",45.0,"154,675,499","105,068",,"7,565,502",1
Kizz Daniel,5/3/2022,208,105.8,86516910.0,"30,835","3,440,925",57.0,"266,679,537","1,536,035",10289181.0,"119,876,546","1,872,751,535","29,657,775",51.0,"13,698",,9.0,"580,760",19.0,"7,380,862","2,596",,"3,876,226",0
Steve Lacy,6/29/2022,207,105.8,1087938471.0,"220,515","63,054,597",73.0,"147,472,695","2,050,299",902163.0,"360,938,850","2,783,442,788","2,111,662,944",132.0,"2,962","1,461",69.0,"3,999,785",58.0,"13,639,179","45,788","26,683,563","4,118,983",1
LISA,9/10/2021,210,105.5,1189335848.0,"103,236","33,637,835",73.0,"1,323,718,887","20,328,622",3707867.0,"1,292,738,947","12,516,703,531","1,203,702,704",54.0,"29,685",461,29.0,"484,446",25.0,"4,765,438","18,921",,"3,720,737",1
Quevedo,7/7/2023,209,105.5,721002940.0,"84,161","56,226,278",79.0,"266,411,536","1,343,262",372100.0,"71,411,756","752,868,970","535,715,103",47.0,"51,158",44,39.0,"1,537,049",64.0,"260,176","1,269","120,842","1,148,958",0
Peso Pluma,6/22/2023,212,105.2,684204777.0,"48,370","25,130,304",78.0,"362,779,953","1,617,493",777100.0,"112,400,175","1,207,597,707","297,822,969",51.0,"4,811",27,22.0,"13,901,598",32.0,"21,933,646","13,520","5,928,532","1,567,605",1
Doja Cat,6/25/2021,211,105.2,1606950381.0,"217,443","95,985,096",78.0,"641,326,002","7,454,749",2148350.0,"795,146,493","5,944,657,895","3,148,985,028",217.0,"414,829","1,849",84.0,"3,363,038",42.0,"64,368,314","44,396",,"5,907,933",1
Beyoncï¿,7/29/2022,213,104.9,795960535.0,"100,204","68,659,216",73.0,"176,996,169","1,606,296",2762888.0,"945,005,125","11,215,597,325","251,341,543",182.0,"481,547",818,108.0,"3,025,424",142.0,"41,249,326","32,516",,"3,861,203",1
BLACKPINK,6/25/2020,215,104.5,1033109188.0,"82,170","21,177,170",68.0,"1,584,676,582","29,210,301",10007464.0,"628,046,798","7,988,463,856","328,047,537",96.0,"36,043",37,34.0,"130,559",46.0,"8,108,765","42,199",,"3,461,123",0
The Puddleducks,8/19/2022,216,104.5,1165982.0,"1,176","23,110",28.0,"1,704,936,540","3,631,067",1865.0,"1,476,436","7,758,599","1,318,392",,1,,,,,,,,"1,261",0
Tinashe,4/12/2024,217,104.4,31612906.0,"3,887","106,475,497",76.0,"6,277,949","171,470",535464.0,"171,691,158","1,051,026,401",480,38.0,"1,638",13,3.0,"153,459",69.0,"154,795","1,095","3,832,811","336,779",0
Metro Boomin,12/2/2022,218,104.4,706356280.0,"166,277","62,975,073",77.0,"172,653,099","1,750,863",32432.0,"14,181,961","108,461,504","205,280,243",56.0,"72,856",331,13.0,"1,040,628",41.0,"27,896,080","16,722","22,121,803","2,363,066",1
Desiigner,2/26/2016,219,104.2,1181348550.0,"170,002","34,000,497",62.0,"2,277,330,940","22,334,292",3823774.0,"33,020,704","283,835,852","190,757,316",245.0,"22,143",113,63.0,"559,832",14.0,"375,337,428","1,442,436","212,661,473","10,372,624",1
Loreen,2/25/2023,221,103.9,518846340.0,"83,033","48,268,736",77.0,"348,331,280","3,205,077",236349.0,"68,936,229","718,955,243","800,667,085",113.0,"216,701",,66.0,"2,861,624",54.0,"334,813","3,599",,"7,777,679",0
Doja Cat,4/9/2021,222,103.4,1823871908.0,"262,313","116,916,147",76.0,"307,855,103","2,540,592",2074944.0,"1,053,759,171","8,035,914,098","2,053,577",470.0,"551,084",650,129.0,"1,850,223",98.0,"100,039,259","54,999",,"9,556,378",1
Doechii,3/17/2023,223,103.3,102772879.0,"29,487","4,775,168",61.0,"65,934,972","760,669",3308739.0,"92,626,234","847,338,969","2,863,864",29.0,"364,224",125,7.0,"265,913",32.0,"16,502,733","8,732",,"4,072,292",1
Dua Lipa,4/11/2024,225,103.1,108501771.0,"7,430","117,576,704",12.0,"3,947,610","60,459",3584.0,"4,057","38,200","165,475,383",113.0,"90,842",66,74.0,"4,720,248",75.0,"5,866,019",522,,"437,667",1
Olivia Rodrigo,1/8/2021,226,102.9,2184754018.0,"250,778","70,173,770",79.0,"984,811,734","18,682,671",1365848.0,"617,386,471","3,781,894,216","642,666,612",347.0,"4,173",272,214.0,"1,182,092",72.0,"77,733,001","230,402",,"11,006,064",1
Miley Cyrus,8/18/2023,227,102.4,205468104.0,"30,639","39,407,660",69.0,"61,624,959","1,364,492",67350.0,"33,519,594","503,074,793","1,819,751,244",97.0,"419,595",266,64.0,"1,571,733",62.0,"55,443,800","10,442","111,534","1,999,859",0
FIFTY FIFTY,2/24/2023,229,102.3,861388470.0,"103,040","37,365,896",48.0,"15,219,067","176,594",2107181.0,"407,118,298","4,388,576,830",,110.0,"152,024",624,34.0,"336,049",77.0,"21,156,145","21,450",,"5,114,752",0
Coi Leray,11/30/2022,230,101.8,465588517.0,"91,658","60,607,887",67.0,"109,781,672","1,706,148",1456347.0,"477,814,190","4,784,803,362","383,354,491",110.0,"453,212","7,098",42.0,"843,815",63.0,"37,137,946","16,871",,"5,620,077",1
Post Malone,9/15/2017,231,101.8,2960046642.0,"352,745","82,442,565",77.0,"2,391,850,868","23,334,015",196242.0,"40,652,322","456,931,528","370,252,952",235.0,"149,051",393,122.0,"715,708",47.0,"608,645,169","632,152",,"19,166,675",1
Daddy Yankee,1/24/2019,236,101.4,1353028938.0,"160,122","52,701,166",73.0,"3,207,187,334","16,913,257",1190870.0,"26,028,684","319,615,777","709,817,334",184.0,"93,382",363,87.0,"1,544,771",46.0,"136,354,917","69,412",,"13,340,067",0
d4vd,7/20/2022,234,101.4,1042311849.0,"154,178","58,833,842",80.0,"256,736,243","2,649,848",2321933.0,"467,461,517","3,656,967,030","313,752,369",79.0,"18,211",111,48.0,"636,981",41.0,"4,556,490","10,111","15,609,794","3,315,939",0
Toosii,2/17/2023,235,101.4,186579651.0,"45,668","6,252,506",62.0,"231,699,320","1,670,867",249537.0,"11,127,302","117,325,107","533,205,544",43.0,"200,850",717,4.0,"290,227",9.0,"111,316,408","71,027","25,797,478","2,561,322",0
Luis R Conriquez,3/9/2024,233,101.4,158131138.0,"5,423","71,590,238",85.0,"135,893,150","889,014",142300.0,"14,500","147,200","134,369,232",34.0,8,3,8.0,"2,319,237",15.0,"5,439,215","3,601",,"833,928",0
Lil Nas X,3/26/2021,238,100.8,1902241314.0,"316,054","50,751,390",70.0,"274,582,854","3,603,644",2297386.0,"864,049,980","7,655,286,423","3,417,613",310.0,"262,285","2,026",112.0,"2,516,760",80.0,"72,087,250","72,155",,"10,553,717",1
iï¿½ï¿½igo quin,9/22/2022,241,100.1,665716137.0,"97,057","33,252,792",80.0,"358,206,246","2,896,698",2900087.0,"216,927,444","2,653,383,273","862,779,648",33.0,"77,764",119,51.0,"27,583,086",60.0,"202,795","1,067","1,432,443","5,502,998",0
Joji,6/10/2022,242,99.8,1262308912.0,"234,936","83,890,841",74.0,"66,246,839","2,067,331",865354.0,"1,031,153,514","8,988,453,878","4,898,615,770",97.0,"116,337",620,40.0,"2,380,981",45.0,"9,562,991","17,436","12,895,440","4,350,230",0
Harry Styles,11/17/2019,243,99.7,2708151499.0,"298,135","159,003,869",82.0,"872,052,223","11,269,126",1375118.0,"301,076,974","2,738,127,473","2,170,262,684",554.0,"647,363",914,557.0,"4,404,589",101.0,"133,633,509","253,839",,"9,612,968",0
Bad Bunny,5/18/2023,246,98.4,717849037.0,"98,440","37,797,217",72.0,"217,687,654","1,929,598",308670.0,"85,402,638","808,518,802","47,337,825",126.0,"57,673",125,35.0,"1,416,698",41.0,,,"4,037,512","2,076,698",1
Yandel,12/20/2022,247,98.1,837576264.0,"102,545","38,825,844",70.0,"472,335,529","1,511,715",632917.0,"43,022,167","631,781,362","443,395,467",60.0,"65,694",29,39.0,"5,582,630",63.0,"26,717,443","8,054",,"2,660,197",1
Lil Nas X,9/17/2021,248,98.0,1062095453.0,"165,197","75,503,476",72.0,"194,928,107","3,281,325",1174669.0,"331,324,816","3,501,946,982","3,618,055,498",156.0,"830,038","2,344",83.0,"2,949,606",46.0,"54,997,089","27,977","12,581,843","5,957,065",1
Rauw Alejandro,5/20/2021,249,98.0,1339352060.0,"188,874","76,063,128",75.0,"873,449,363","6,108,611",3247015.0,"488,004,183","4,445,597,088","1,866,730,745",208.0,"102,968",295,68.0,"4,468,373",79.0,"58,740,730","23,062",,"5,640,680",1
Post Malone,4/14/2023,250,97.6,503574147.0,"79,679","43,648,353",75.0,"90,349,145","902,237",20078.0,"8,878,995","134,469,226","476,594,485",94.0,"369,794",678,35.0,"564,291",45.0,"41,533,233","7,841","3,201,843","2,334,089",1
Wiz Khalifa,1/1/2015,251,97.6,1891920348.0,"159,571","73,641,738",78.0,"6,335,989,683","43,663,933",2196129.0,"424,216,963","3,455,170,110","602,157,439",137.0,,5,8.0,"16,367",6.0,,,,"22,021,769",0
Lil Baby,9/12/2018,252,97.5,1486929795.0,"266,128","52,476,635",76.0,"637,733,433","4,719,266",618523.0,"58,332,458","523,849,646","34,010,447",147.0,"52,910",581,48.0,"263,627",13.0,"296,071,712","214,953","221,209,258","4,911,610",1
Mark Ronson,11/20/2011,254,97.1,1993030264.0,"256,764","149,909,699",77.0,"5,644,117,304","24,960,395",274381.0,"98,429,039","1,268,235,679","1,997,821,697",507.0,"160,982",366,308.0,"2,956,482",137.0,"994,708,599","2,280,901",,"23,508,115",1
CKay,8/30/2019,256,96.9,853451422.0,"172,458","43,607,688",71.0,"1,132,006,963","25,943,716",12330900.0,"1,768,913,633","23,933,379,729","35,766,668",77.0,"189,840","2,726",51.0,"1,474,677",5.0,"31,447,967","31,569",,"3,489,217",1
J Balvin,6/30/2017,257,96.4,1478442472.0,"189,504","45,240,294",69.0,"3,859,031,931","22,147,063",163477.0,"67,021,310","1,018,060,369","398,243,753",291.0,"45,875",,98.0,"937,524",94.0,"334,219,832","312,657",,"19,858,741",0
Harry Styles,5/20/2022,258,96.4,959639297.0,"108,806","62,563,751",76.0,"151,113,156","2,809,492",101923.0,"64,491,271","580,526,441","3,350,044,035",153.0,"837,037","2,290",96.0,"9,426,291",50.0,"68,783,337","10,636",,"4,053,289",0
Oliver Tree,8/5/2022,261,96.2,631378937.0,"165,883","38,563,849",51.0,"32,628,348","615,240",1905732.0,"363,515,584","5,776,425,361","13,558,530",75.0,"152,103",1,49.0,"893,762",19.0,,,"16,382,616","7,602,822",1
thï¿½ï,10/6/2022,260,96.2,69931412.0,"13,220","8,876,286",61.0,"63,786,141","759,332",9009769.0,"496,871,104","6,778,569,349","147,879",4.0,"4,180",29,,,15.0,"71,269",228,,"195,627",0
D Billions,10/20/2020,259,96.2,2300838.0,543,"19,016",35.0,"3,060,919,074","6,319,360",1690.0,"50,237","4,527,607",,,,,,,,,,,"16,965",0
Bad Bunny,1/1/2020,262,96.1,1977947460.0,"245,685","56,430,031",72.0,"1,861,597,184","10,999,677",21703.0,"1,119,576","21,573,356","724,908,300",265.0,"202,804",241,97.0,"3,921,489",72.0,"152,205,131","46,748",,"6,091,496",1
The Weeknd,9/22/2016,265,95.7,3291262413.0,"366,133","98,022,646",84.0,"2,829,990,867","14,968,547",262780.0,"52,707,882","375,498,232","218,584,786",341.0,"68,441",148,118.0,"875,683",67.0,"331,295,154","418,888","23,612,071","15,648,166",1
Justin Bieber,10/23/2015,264,95.7,2089476497.0,"179,545","89,286,647",78.0,"4,467,507,940","22,464,625",2463600.0,"48,687,438","376,376,728","1,959,373,484",401.0,"237,066",402,161.0,"1,631,997",85.0,"420,093,148","519,614","475,010","9,657,077",0
Lil Tjay,2/12/2021,263,95.7,777064903.0,"213,153","29,437,172",71.0,"482,028,631","5,431,785",1378861.0,"181,697,356","1,411,545,704","326,289,844",118.0,"147,120",117,33.0,"263,058",33.0,"105,932,632","53,956","69,864,802","4,012,749",1
BLACKPINK,8/19/2022,266,95.6,736469450.0,"48,251","22,817,940",68.0,"868,589,823","16,834,955",1833169.0,"587,311,863","5,828,265,172","3,169,887,749",43.0,"47,080",406,20.0,"202,141",40.0,"6,401,599","10,275",,"1,547,563",0
Taylor Swift,4/18/2024,267,95.0,250430303.0,"7,079","134,357,870",84.0,"16,747,466","251,549",148000.0,"52,156,902","411,722,900","45,283,900",72.0,"6,243",2,37.0,"8,927,842",76.0,"5,771,611","11,920",,"188,022",1
Powfu,2/9/2019,268,94.8,1656385770.0,"283,938","62,191,957",74.0,"1,135,382,823","15,066,754",7578918.0,"610,598,789","5,007,036,875","348,834,936",219.0,"200,884",305,119.0,"6,994,461",29.0,"214,867,165","150,801",,"10,905,647",0
